instruction,code
"How to implement a function in ArkTS that removes all consecutive duplicate characters from a given string, integrates seamlessly with the app's state management system, and provides a user interface for real-time input and output display?","@Entry
@Component
struct Main {
  @State inputText: string = """";
  @State processedText: string = """";

  removeConsecutiveDuplicates(str: string): string {
    let result = """";
    for (let i = 0; i < str.length; i++) {
      if (i === 0 || str[i] !== str[i - 1]) {
        result += str[i];
      }
    }
    return result;
  }

  build() {
    Column() {
      TextInput({
        placeholder: ""Enter a string"",
        text: this.inputText
      })
      .width(""80%"")
      .height(45)
      .onChange((value: string) => {
        this.inputText = value;
        this.processedText = this.removeConsecutiveDuplicates(value);
      })

      Text(""Processed Output:"")
      .fontSize(16)
      .padding(10)

      Text(this.processedText)
      .fontSize(18)
      .fontColor(Color.Blue)
    }
    .width(""100%"")
    .height(""100%"")
    .padding(20)
    .backgroundColor(""#ffffff"")
  }
}"
"How can an arkTS app be created that features a custom drawer including user profile information, notification settings, and a logout button?","import router from '@ohos.router';

@Entry
@Component
struct CustomDrawerApp {
  @State isDrawerOpen: boolean = false;

  build() {
    Column() {
      Button('Toggle Drawer')
        .onClick(() => {
          this.isDrawerOpen = !this.isDrawerOpen;
        });

      if (this.isDrawerOpen) {
        Column() {
          // User Profile Section
          Row() {
            Image($r('app.media.app_icon'))
              .width(100)
              .height(100)
              .borderRadius(50)
              .margin({ right: 20 });

            Column() {
              Text('John Doe')
                .fontSize(24)
                .fontWeight(FontWeight.Bold);
              Text('john.doe@example.com')
                .fontSize(16)
                .fontColor(Color.Gray);
            }
          }.padding(16);

          // Notification Settings Section
          Row() {
            Text('Notification Settings')
              .fontSize(18)
              .margin({ left: 16 });
            Toggle({ type: ToggleType.Switch })
              .margin({ left: 20 });
          }.padding(16);

          // Logout Button
          Button('Logout', { type: ButtonType.Normal })
            .onClick(() => {
              // Avoid logging sensitive actions in production
              router.pushUrl({ url: 'pages/LoginPage' });
            })
            .width('90%')
            .margin(16);
        }
        .width('80%')
        .height('100%')
        .backgroundColor(Color.White);
      }

      // Main Content Area
      Text('Main Content Area')
        .fontSize(24)
        .margin(16);
    }
    .width('100%')
    .height('100%');
  }
}"
How can I set the LoadingDialog controller in arkTS?,"@Entry
@Component
struct LoadingDialogApp {
  // Use @State to manage the visibility of the dialog
  @State isDialogVisible: boolean = false;

  build() {
    Column() {
      // Main view with a button to show the loading dialog
      Button('Show Loading Dialog')
        .onClick(() => {
          // Set the dialog visibility to true when the button is clicked
          this.isDialogVisible = true;
        })
        .margin(20)
        .width(200)
        .height(50)
        .fontColor(Color.White)
        .backgroundColor(Color.Blue)
        .borderRadius(10);

      // Loading Dialog
      if (this.isDialogVisible) {
        // Use a Stack to center the dialog on the screen
        Stack({ alignContent: Alignment.Center }) {
          Column() {
            // Custom message
            Text('Loading...')
              .fontSize(20)
              .fontWeight(FontWeight.Bold)
              .margin({ top: 20, bottom: 10 });

            // Loading image
            Image($r(""app.media.app_icon""))
              .width(50)
              .height(50)
              .margin(10);

            // Loading message
            Text('Please wait while we process your request.')
              .fontSize(16)
              .margin({ bottom: 20 });

            // Cancel button to hide the dialog
            Button('Cancel')
              .onClick(() => {
                // Set the dialog visibility to false when the cancel button is clicked
                this.isDialogVisible = false;
              })
              .width(100)
              .height(40)
              .fontColor(Color.White)
              .backgroundColor(Color.Red)
              .borderRadius(10);
          }
          .width('80%')
          .padding(20)
          .backgroundColor(Color.Gray)  // Changed from Color.LightGray to Color.Gray
          .borderRadius(15)
          .shadow({ radius: 10, color: Color.Black, offsetX: 5, offsetY: 5 })
        }
        .width('100%')
        .height('100%')
        .backgroundColor('#80000000') // Semi-transparent background
      }
    }
    .width('100%')
    .height('100%')
    .justifyContent(FlexAlign.Center)
    .alignItems(HorizontalAlign.Center)
  }
}"
"Create a arkTS app that displays a list of movies with posters and titles. When a movie is tapped, show additional details about the movie.","import router from '@ohos.router';

interface Movie {
  id: number;
  title: string;
  poster: Resource; // Changed from string to Resource
  releaseDate: string;
  director: string;
  description: string;
}

// Movie data
const movies: Movie[] = [
  {
    id: 1,
    title: 'Inception',
    poster: $r('app.media.app_icon'), // Using Resource type
    releaseDate: '2010-07-16',
    director: 'Christopher Nolan',
    description:
      'A skilled thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a CEO.',
  },
  {
    id: 2,
    title: 'The Matrix',
    poster: $r('app.media.app_icon'), // Using Resource type
    releaseDate: '1999-03-31',
    director: 'Lana Wachowski, Lilly Wachowski',
    description:
      'A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.',
  },
  {
    id: 3,
    title: 'Interstellar',
    poster: $r('app.media.app_icon'), // Using Resource type
    releaseDate: '2014-11-07',
    director: 'Christopher Nolan',
    description:
      'A team of explorers travel through a wormhole in space in an attempt to ensure humanity’s survival.',
  },
  // Add more movies as needed
];

@Entry
@Component
struct Index {
  @State selectedMovie: Movie | null = null;

  build() {
    if (this.selectedMovie == null) {
      // Display the list of movies
      Column() {
        Text('Movie List')
          .fontSize(24)
          .fontWeight(FontWeight.Bold)
          .padding(16);

        List() {
          ForEach(movies, (movie: Movie) => {
            ListItem() {
              Column() {
                Image(movie.poster)
                  .width(100)
                  .height(150)
                  .objectFit(ImageFit.Cover)
                  .margin({ bottom: 8 });

                Text(movie.title)
                  .fontSize(20)
                  .fontWeight(FontWeight.Medium)
                  .padding({ bottom: 4 });
              }
              .onClick(() => {
                this.selectedMovie = movie;
              });
            }
          });
        }
      }
    } else {
      // Display the detailed view of the selected movie
      Scroll() {
        Column() {
          Text(this.selectedMovie.title)
            .fontSize(24)
            .fontWeight(FontWeight.Bold)
            .padding(16);

          Text(`Release Date: ${this.selectedMovie.releaseDate}`)
            .fontSize(18)
            .padding({ left: 16, right: 16, bottom: 8 });

          Text(`Director: ${this.selectedMovie.director}`)
            .fontSize(18)
            .padding({ left: 16, right: 16, bottom: 8 });

          Text('Description:')
            .fontSize(20)
            .fontWeight(FontWeight.Medium)
            .padding({ left: 16, right: 16, top: 16, bottom: 4 });

          Text(this.selectedMovie.description)
            .fontSize(16)
            .padding({ left: 16, right: 16, bottom: 16 });

          Button('Back')
            .onClick(() => {
              this.selectedMovie = null;
            })
            .padding(16);
        }
      }
    }
  }
}"
How do you create gesture sequence validation in arkTS?,"@Entry
@Component
struct GestureSequenceValidation {
  @State private gestureSequence: string[] = ['Tap', 'Swipe', 'Pinch'];
  @State private currentStep: number = 0;
  @State private validationMessage: string = 'Start Gesture Sequence';

  private validateGesture(gesture: string): void {
    if (gesture === this.gestureSequence[this.currentStep]) {
      this.currentStep++;
      if (this.currentStep === this.gestureSequence.length) {
        this.validationMessage = 'Gesture Sequence Validated!';
        this.currentStep = 0; // Reset for next validation
      } else {
        this.validationMessage = `Next Gesture: ${this.gestureSequence[this.currentStep]}`;
      }
    } else {
      this.validationMessage = 'Invalid Gesture, Try Again!';
      this.currentStep = 0; // Reset on failure
    }
  }

  build() {
    Column() {
      Text(this.validationMessage)
        .fontSize(24)
        .fontWeight(FontWeight.Bold)
        .margin({ bottom: 20 });

      Button('Tap')
        .width(150)
        .height(60)
        .fontSize(20)
        .margin({ bottom: 10 })
        .onClick(() => this.validateGesture('Tap'));

      Button('Swipe')
        .width(150)
        .height(60)
        .fontSize(20)
        .margin({ bottom: 10 })
        .onClick(() => this.validateGesture('Swipe'));

      Button('Pinch')
        .width(150)
        .height(60)
        .fontSize(20)
        .margin({ bottom: 10 })
        .onClick(() => this.validateGesture('Pinch'));
    }
    .width('100%')
    .height('100%')
    .justifyContent(FlexAlign.Center)
    .backgroundColor('#F5F5F5');
  }
}"
"Create a arkTS app with a tab bar that contains three tabs: Home, Products, and Cart. Each tab should display relevant content when selected.","@Entry
@Component
struct TabBarApp {
  @State currentIndex: number = 0

  build() {
    Column() {
      // Content Area
      Column() {
        if (this.currentIndex === 0) {
          this.HomeTab()
        } else if (this.currentIndex === 1) {
          this.ProductsTab()
        } else {
          this.CartTab()
        }
      }
      .width('100%')
      .layoutWeight(1)

      // Tab Bar
      Row() {
        // Home Tab
        Column() {
          Text('Home')
            .fontSize(16)
            .fontColor(this.currentIndex === 0 ? '#1698CE' : '#666666')
        }
        .width('33.33%')
        .onClick(() => this.currentIndex = 0)

        // Products Tab
        Column() {
          Text('Products')
            .fontSize(16)
            .fontColor(this.currentIndex === 1 ? '#1698CE' : '#666666')
        }
        .width('33.33%')
        .onClick(() => this.currentIndex = 1)

        // Cart Tab
        Column() {
          Text('Cart')
            .fontSize(16)
            .fontColor(this.currentIndex === 2 ? '#1698CE' : '#666666')
        }
        .width('33.33%')
        .onClick(() => this.currentIndex = 2)
      }
      .width('100%')
      .height(60)
      .backgroundColor(Color.White)
      .border({ width: { top: 0.5 }, color: '#cccccc' })
    }
  }

  @Builder HomeTab() {
    Column() {
      Text('Welcome to the Home Tab!')
        .fontSize(28)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20 })
    }
    .width('100%')
    .height('100%')
    .backgroundColor('#f5f5f5')
  }

  @Builder ProductsTab() {
    Column() {
      Text('Explore our Products!')
        .fontSize(28)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20 })
    }
    .width('100%')
    .height('100%')
    .backgroundColor('#f5f5f5')
  }

  @Builder CartTab() {
    Column() {
      Text('Your Cart is here!')
        .fontSize(28)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20 })
    }
    .width('100%')
    .height('100%')
    .backgroundColor('#f5f5f5')
  }
}"
"How to implement a mobile application feature in ArkTS that calculates and displays the nth Catalan number, including user interface elements for inputting the desired 'n' value and dynamically showing the result, with proper state management to ensure UI updates correctly when the input changes, while maintaining a responsive and visually engaging layout and adhering to ArkTS best practices for performance and maintainability?","@Entry
@Component
struct CatalanNumberCalculator {
  @State nValue: number = 0
  @State catalanNumber: number = 0

  // Function to calculate the nth Catalan number
  calculateCatalanNumber(n: number): number {
    if (n <= 1) return 1
    let result = 0
    for (let i = 0; i < n; i++) {
      result += this.calculateCatalanNumber(i) * this.calculateCatalanNumber(n - i - 1)
    }
    return result
  }

  build() {
    Column() {
      Text('Catalan Number Calculator')
        .fontSize(28)
        .fontWeight(FontWeight.Bold)
        .margin({ bottom: 20 })

      Text('Enter the value of n:')
        .fontSize(18)
        .margin({ bottom: 10 })

      TextInput({ placeholder: 'Enter n value' })
        .type(InputType.Number)
        .onChange((value: string) => {
          this.nValue = parseInt(value) || 0
          this.catalanNumber = this.calculateCatalanNumber(this.nValue)
        })
        .width('80%')
        .margin({ bottom: 20 })

      Text(`Catalan Number for n = ${this.nValue}:`)
        .fontSize(20)
        .margin({ bottom: 10 })

      Text(this.catalanNumber.toString())
        .fontSize(24)
        .fontColor('#4CAF50')
        .margin({ bottom: 20 })

      Image($r('app.media.app_icon'))
        .width(100)
        .height(100)
        .margin({ top: 20 })
    }
    .width('100%')
    .height('100%')
    .padding(20)
    .justifyContent(FlexAlign.Center)
    .alignItems(HorizontalAlign.Center)
  }
}"
"How to create an Arkts function that efficiently counts overlapping occurrences of a pattern in a string, including proper state management for the input string and pattern, and design a user interface that dynamically updates in real time as users input the string and pattern, displaying the result on the screen with comments explaining the algorithm and UI logic?","@Entry
@Component
struct PatternCounter {
  @State inputString: string = """";
  @State pattern: string = """";
  @State count: number = 0;

  // Function to count overlapping occurrences of a pattern in a string
  countPatternOccurrences(str: string, pattern: string): number {
    let count = 0;
    let pos = 0;
    while ((pos = str.indexOf(pattern, pos)) !== -1) {
      count++;
      pos++; // Move to the next character to allow overlapping patterns
    }
    return count;
  }

  build() {
    Column() {
      // Input field for the string
      TextInput({ placeholder: ""Enter the string"" })
        .onChange((value: string) => {
          this.inputString = value;
          this.count = this.countPatternOccurrences(this.inputString, this.pattern);
        })
        .margin(10)
        .width(""90%"")
        .height(40)
        .backgroundColor(Color.White)
        .borderRadius(5)
        .padding(5);

      // Input field for the pattern
      TextInput({ placeholder: ""Enter the pattern"" })
        .onChange((value: string) => {
          this.pattern = value;
          this.count = this.countPatternOccurrences(this.inputString, this.pattern);
        })
        .margin(10)
        .width(""90%"")
        .height(40)
        .backgroundColor(Color.White)
        .borderRadius(5)
        .padding(5);

      // Display the count of pattern occurrences
      Text(`Pattern Count: ${this.count}`)
        .fontSize(20)
        .margin(10)
        .fontColor(Color.Black);

      // Display the input string and pattern for reference
      Text(`Input String: ${this.inputString}`)
        .fontSize(16)
        .margin(10)
        .fontColor(Color.Gray);

      Text(`Pattern: ${this.pattern}`)
        .fontSize(16)
        .margin(10)
        .fontColor(Color.Gray);
    }
    .width(""100%"")
    .height(""100%"")
    .justifyContent(FlexAlign.Center)
    .backgroundColor(""#f0f0f0"")
    .padding(20);
  }
}"
How do you implement loading states in arkTS?,"// This example demonstrates how to implement loading states using the <LoadingProgress> component in ArkTS.
// The loading state is controlled by a button that toggles the visibility of the loading animation.

@Entry
@Component
struct LoadingStateExample {
  @State isVisible: boolean = true; // State to control the visibility of the loading progress

  build() {
    Column({ space: 10 }) {
      // Display the loading progress if isVisible is true
      if (this.isVisible) {
        LoadingProgress()
          .color(Color.Blue)
          .size({ width: 100, height: 100 })
          .margin({ top: 20 });
      }

      // Button to toggle the loading state
      Button(this.isVisible ? 'Hide Loading' : 'Show Loading')
        .onClick(() => {
          this.isVisible = !this.isVisible; // Toggle the visibility state
        })
        .margin({ top: 20 })
        .width('50%')
        .height(40)
        .backgroundColor(Color.Green)
        .fontColor(Color.White);
    }
    .width('100%')
    .height('100%')
    .justifyContent(FlexAlign.Center)
    .alignItems(HorizontalAlign.Center);
  }
}"
"How to implement an ArkTS function that calculates the maximum profit from stock prices using a single transaction (buy one and sell one share) while ensuring the sell occurs after the buy? Additionally, how to design a user interface that displays stock prices and the calculated profit in real-time, and integrate a state management system to dynamically update stock price data?","@Entry
@Component
struct StockProfitCalculator {
  @State stockPrices: number[] = [7, 1, 5, 3, 6, 4]; // Example stock prices
  @State maxProfit: number = 0;
  @State message: string = 'Click the button to calculate maximum profit';

  build() {
    Column() {
      // Display the stock prices
      Text('Stock Prices:')
        .fontSize(20)
        .fontWeight(FontWeight.Bold)
        .margin({ bottom: 10 });

      ForEach(this.stockPrices, (price: number, index: number) => {
        Text(`Day ${index + 1}: $${price}`)
          .fontSize(16)
          .margin({ top: 5 });
      })

      // Display the result message
      Text(this.message)
        .fontSize(20)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20 });

      // Button to calculate maximum profit
      Button('Calculate Maximum Profit')
        .onClick(() => {
          this.calculateMaxProfit();
        })
        .width(300)
        .height(50)
        .backgroundColor('#0D9FFB')
        .fontSize(18)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20 });

      // Display the maximum profit
      Text(`Maximum Profit: $${this.maxProfit}`)
        .fontSize(24)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20 });
    }
    .padding(20)
  }

  // Function to calculate the maximum profit
  private calculateMaxProfit(): void {
    let minPrice = Infinity;
    let maxProfit = 0;

    for (let price of this.stockPrices) {
      if (price < minPrice) {
        minPrice = price;
      } else if (price - minPrice > maxProfit) {
        maxProfit = price - minPrice;
      }
    }

    this.maxProfit = maxProfit;
    this.message = maxProfit > 0 ? 'Maximum profit calculated!' : 'No profit can be made.';
  }
}"
"How can an arkTS app be created that incorporates a navigation drawer featuring two items, Home and Settings, which when selected, display the corresponding page?","@Entry
@Component
struct NavigationDrawerApp {
  @State isDrawerOpen: boolean = false
  @State selectedItem: number = 0

  build() {
    Column() {
      // Main Content Area
      this.ContentArea()

      // Drawer Button
      Button('Toggle Drawer')
        .onClick(() => {
          this.isDrawerOpen = !this.isDrawerOpen
        })

      // Navigation Drawer
      Panel(this.isDrawerOpen) {
        Column() {
          this.DrawerItem('Home', () => {
            this.selectedItem = 0
            this.isDrawerOpen = false
          })
          this.DrawerItem('Settings', () => {
            this.selectedItem = 1
            this.isDrawerOpen = false
          })
        }
        .width('250px')
        .height('100%')
        .backgroundColor(Color.White)
      }
      .mode(PanelMode.Mini)
      .type(PanelType.Temporary)
      .dragBar(false)
    }
    .width('100%')
    .height('100%')
  }

  @Builder ContentArea() {
    Column() {
      if (this.selectedItem === 0) {
        Text('Home Content')
          .fontSize(24)
          .padding(16)
      } else if (this.selectedItem === 1) {
        Text('Settings Content')
          .fontSize(24)
          .padding(16)
      }
    }
    .width('100%')
    .height('100%')
  }

  @Builder DrawerItem(label: string, onClick: () => void) {
    Row() {
      Text(label)
        .fontSize(18)
        .padding(16)
      Blank()
      Image($r('app.media.app_icon'))
        .width(20)
        .height(20)
    }
    .onClick(onClick)
    .width('100%')
    .backgroundColor(Color.White)
    .border({ width: { bottom: 1 }, color: '#cccccc' })
  }
}"
"How can an arkTS app be created that allows users to sign in using their email and password, and displays a welcome message featuring the user's email address once they have successfully signed in?","import promptAction from '@ohos.promptAction';

@Entry
@Component
struct LoginApp {
  @State email: string = '';
  @State password: string = '';
  @State isLoggedIn: boolean = false;

  build() {
    Column() {
      if (!this.isLoggedIn) {
        // Email Input
        Text('Email')
          .fontSize(18)
          .margin({ bottom: 10 });

        TextInput({ placeholder: 'Enter your email' })
          .width('100%')
          .height(40)
          .margin({ bottom: 20 })
          .backgroundColor('#f5f5f5')
          .padding({ left: 12 })
          .onChange((value: string) => {
            this.email = value;
          });

        // Password Input
        Text('Password')
          .fontSize(18)
          .margin({ bottom: 10 });

        TextInput({ placeholder: 'Enter your password' })
          .type(InputType.Password)
          .width('100%')
          .height(40)
          .margin({ bottom: 30 })
          .backgroundColor('#f5f5f5')
          .padding({ left: 12 })
          .onChange((value: string) => {
            this.password = value;
          });

        // Login Button
        Button('Login')
          .width('100%')
          .height(50)
          .fontSize(18)
          .backgroundColor('#007AFF')
          .onClick(() => {
            if (this.email && this.password) {
              this.isLoggedIn = true;
            } else {
              promptAction.showToast({
                message: 'Please fill in all fields'
              });
            }
          });
      } else {
        // Welcome Message
        Text(`Welcome, ${this.email}!`)
          .fontSize(24)
          .fontWeight(FontWeight.Bold)
          .margin({ bottom: 20 });

        // Logout Button
        Button('Logout')
          .width('100%')
          .height(50)
          .fontSize(18)
          .backgroundColor('#FF0000')
          .onClick(() => {
            this.isLoggedIn = false;
            this.email = '';
            this.password = '';
          });
      }
    }
    .width('100%')
    .height('100%')
    .padding(20)
    .backgroundColor('#FFFFFF')
  }
}"
"How to implement a mobile application function in ArkTS that calculates the number of days between two user-inputted dates in the format 'YYYY-MM-DD', including leap year considerations, with UI components for date input and result display, and ensuring proper state management for dynamic updates?","@Entry
@Component
struct DateDifferenceApp {
  @State startDate: string = '';
  @State endDate: string = '';
  @State result: string = '';

  calculateDaysBetweenDates(start: string, end: string): number {
    const startDate = new Date(start);
    const endDate = new Date(end);
    const timeDifference = endDate.getTime() - startDate.getTime();
    const daysDifference = Math.ceil(timeDifference / (1000 * 3600 * 24));
    return daysDifference;
  }

  build() {
    Column() {
      // Header
      Text('Date Difference Calculator')
        .fontSize(28)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20, bottom: 20 })

      // Start Date Input
      TextInput({ placeholder: 'Enter Start Date (YYYY-MM-DD)' })
        .onChange((value: string) => {
          this.startDate = value;
        })
        .margin({ bottom: 20 })

      // End Date Input
      TextInput({ placeholder: 'Enter End Date (YYYY-MM-DD)' })
        .onChange((value: string) => {
          this.endDate = value;
        })
        .margin({ bottom: 20 })

      // Calculate Button
      Button('Calculate Difference')
        .onClick(() => {
          if (this.startDate && this.endDate) {
            const daysDifference = this.calculateDaysBetweenDates(this.startDate, this.endDate);
            this.result = `Days Difference: ${daysDifference}`;
          } else {
            this.result = 'Please enter both dates';
          }
        })
        .margin({ bottom: 20 })

      // Display Result
      Text(this.result)
        .fontSize(24)
        .fontWeight(FontWeight.Bold)
        .fontColor('#007AFF')
        .margin({ bottom: 20 })
    }
    .width('100%')
    .height('100%')
    .padding(20)
    .backgroundColor(Color.White)
  }
}"
How can an arkTS app be developed that enables users to choose their preferred color from a list and presents a message featuring the selected color?,"// Define interface for color structure
interface ColorOption {
  name: string
  value: string
}

@Entry
@Component
struct ColorPickerApp {
  // Define available colors array using the interface
  private colors: ColorOption[] = [
    { name: 'Red', value: '#FF0000' },
    { name: 'Blue', value: '#0000FF' },
    { name: 'Green', value: '#00FF00' },
    { name: 'Yellow', value: '#FFFF00' },
    { name: 'Purple', value: '#800080' },
    { name: 'Orange', value: '#FFA500' }
  ]

  @State selectedColor: string = ''
  @State showMessage: boolean = false

  build() {
    Column() {
      // Header
      Text('Choose Your Favorite Color')
        .fontSize(24)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20, bottom: 40 })

      // Color Grid
      Grid() {
        ForEach(this.colors, (color: ColorOption) => {
          GridItem() {
            Column() {
              // Color Circle
              Row()
                .width(80)
                .height(80)
                .backgroundColor(color.value)
                .borderRadius(40)
                .border({
                  width: this.selectedColor === color.value ? 4 : 0,
                  color: '#000000'
                })
                .margin({ bottom: 8 })

              // Color Name
              Text(color.name)
                .fontSize(16)
                .fontColor(this.selectedColor === color.value ? color.value : '#000000')
            }
            .onClick(() => {
              this.selectedColor = color.value
              this.showMessage = true
            })
          }
        })
      }
      .columnsTemplate('1fr 1fr 1fr')
      .rowsGap(20)
      .columnsGap(20)
      .padding(20)

      // Selected Color Message
      if (this.showMessage && this.selectedColor) {
        Row() {
          Column() {
            Text('Your selected color:')
              .fontSize(18)
              .margin({ bottom: 8 })

            Row()
              .width(40)
              .height(40)
              .backgroundColor(this.selectedColor)
              .borderRadius(20)
              .margin({ bottom: 8 })

            Text(this.colors.find((c: ColorOption) => c.value === this.selectedColor)?.name || '')
              .fontSize(20)
              .fontWeight(FontWeight.Medium)
              .fontColor(this.selectedColor)
          }
          .padding(20)
          .backgroundColor('#F5F5F5')
          .borderRadius(12)
        }
        .margin({ top: 40 })
      }
    }
    .width('100%')
    .height('100%')
    .backgroundColor(Color.White)
    .padding(16)
  }
}"
Create a arkTS app that allows users to input their name in a text field and displays a greeting message with their name when a button is pressed.,"@Entry
@Component
struct GreetingApp {
  @State userName: string = ''
  @State showGreeting: boolean = false

  build() {
    Column() {
      // Name Input
      TextInput({ placeholder: 'Enter your name' })
        .onChange((value: string) => this.userName = value)
        .width('100%')
        .height(40)
        .margin({ bottom: 20 })
        .backgroundColor('#f5f5f5')
        .padding({ left: 12 })

      // Greet Button
      Button('Greet Me')
        .width('100%')
        .height(50)
        .fontSize(18)
        .backgroundColor('#007AFF')
        .onClick(() => {
          if (this.userName) {
            this.showGreeting = true
          }
        })

      // Display Greeting
      if (this.showGreeting) {
        Text(`Hello, ${this.userName}!`)
          .fontSize(24)
          .margin({ top: 20 })
      }
    }
    .padding(20)
    .width('100%')
    .height('100%')
    .backgroundColor('#FFFFFF')
  }
}"
How can an arkTS app be created that features a sidebar navigation menu enabling users to navigate between multiple pages by selecting the desired option?,"@Entry
@Component
struct MainApp {
  @State currentPage: string = 'Home'

  build() {
    Row() {
      // Sidebar Navigation Menu
      Column() {
        // Home Option
        Row() {
          Image($r('app.media.app_icon'))
            .width(24)
            .height(24)
            .margin({ right: 8 })
          Text('Home')
            .fontSize(16)
            .fontColor(this.currentPage === 'Home' ? Color.Blue : Color.Gray)
        }
        .width('100%')
        .padding(16)
        .onClick(() => {
          this.currentPage = 'Home'
        })

        // Profile Option
        Row() {
          Image($r('app.media.app_icon'))
            .width(24)
            .height(24)
            .margin({ right: 8 })
          Text('Profile')
            .fontSize(16)
            .fontColor(this.currentPage === 'Profile' ? Color.Blue : Color.Gray)
        }
        .width('100%')
        .padding(16)
        .onClick(() => {
          this.currentPage = 'Profile'
        })

        // Settings Option
        Row() {
          Image($r('app.media.app_icon'))
            .width(24)
            .height(24)
            .margin({ right: 8 })
          Text('Settings')
            .fontSize(16)
            .fontColor(this.currentPage === 'Settings' ? Color.Blue : Color.Gray)
        }
        .width('100%')
        .padding(16)
        .onClick(() => {
          this.currentPage = 'Settings'
        })
      }
      .width('25%')
      .height('100%')
      .backgroundColor('#f5f5f5')
      .border({ width: { right: 0.5 }, color: '#cccccc' })

      // Content Area
      Column() {
        if (this.currentPage === 'Home') {
          this.HomePage()
        } else if (this.currentPage === 'Profile') {
          this.ProfilePage()
        } else {
          this.SettingsPage()
        }
      }
      .width('75%')
      .height('100%')
      .backgroundColor(Color.White)
    }
    .height('100%')
  }

  @Builder HomePage() {
    Column() {
      Text('Home Page')
        .fontSize(28)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20, bottom: 20 })

      List() {
        ForEach([1, 2, 3, 4, 5], (item: number) => {
          ListItem() {
            Column() {
              Text(`Home Content ${item}`)
                .fontSize(16)
                .padding(16)
            }
            .width('100%')
            .backgroundColor(Color.White)
            .borderRadius(8)
            .margin({ bottom: 10 })
          }
        })
      }
      .width('100%')
      .padding({ left: 16, right: 16 })
    }
    .width('100%')
    .height('100%')
  }

  @Builder ProfilePage() {
    Column() {
      Text('Profile Page')
        .fontSize(28)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20, bottom: 20 })

      Image($r('app.media.app_icon'))
        .width(100)
        .height(100)
        .borderRadius(50)
        .margin({ bottom: 16 })

      Text('User Name')
        .fontSize(20)
        .fontWeight(FontWeight.Medium)
        .margin({ bottom: 8 })

      Text('user@email.com')
        .fontSize(16)
        .fontColor(Color.Gray)
    }
    .width('100%')
    .height('100%')
  }

  @Builder SettingsPage() {
    Column() {
      Text('Settings Page')
        .fontSize(28)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20, bottom: 20 })

      List() {
        ForEach(['Account', 'Notifications', 'Privacy', 'Help', 'About'], (item: string) => {
          ListItem() {
            Row() {
              Text(item)
                .fontSize(16)
              Blank()
              Image($r('app.media.app_icon'))
                .width(20)
                .height(20)
            }
            .width('100%')
            .padding(16)
            .backgroundColor(Color.White)
          }
          .margin({ bottom: 1 })
        })
      }
      .width('100%')
    }
    .width('100%')
    .height('100%')
  }
}"
"How to implement an Arkts function to calculate the Levenshtein distance between two strings, integrate it into a mobile application with efficient state management for handling user input and outputs, and design a user-friendly, visually appealing UI for inputting two strings and displaying the calculated Levenshtein distance?","@Entry
@Component
struct LevenshteinDistanceCalculator {
  @State input1: string = ''
  @State input2: string = ''
  @State result: number = -1

  // Function to calculate Levenshtein distance
  calculateLevenshtein(str1: string, str2: string): number {
    const len1 = str1.length
    const len2 = str2.length
    const dp: number[][] = new Array(len1 + 1).fill(null).map(() => new Array(len2 + 1).fill(0))

    for (let i = 0; i <= len1; i++) {
      dp[i][0] = i
    }
    for (let j = 0; j <= len2; j++) {
      dp[0][j] = j
    }

    for (let i = 1; i <= len1; i++) {
      for (let j = 1; j <= len2; j++) {
        const cost = str1[i - 1] === str2[j - 1] ? 0 : 1
        dp[i][j] = Math.min(
          dp[i - 1][j] + 1,     // Deletion
          dp[i][j - 1] + 1,     // Insertion
          dp[i - 1][j - 1] + cost // Substitution
        )
      }
    }

    return dp[len1][len2]
  }

  build() {
    Column({ space: 20 }) {
      Image($r('app.media.app_icon'))
        .width(100)
        .height(100)
        .margin({ top: 20 })

      TextInput({ placeholder: 'Enter first string' })
        .width('80%')
        .onChange((value: string) => {
          this.input1 = value
        })

      TextInput({ placeholder: 'Enter second string' })
        .width('80%')
        .onChange((value: string) => {
          this.input2 = value
        })

      Button('Calculate Distance')
        .width('60%')
        .onClick(() => {
          this.result = this.calculateLevenshtein(this.input1, this.input2)
        })

      if (this.result >= 0) {
        Text(`Levenshtein Distance: ${this.result}`)
          .fontSize(20)
          .fontWeight(FontWeight.Bold)
          .margin({ top: 20 })
      }
    }
    .width('100%')
    .height('100%')
    .justifyContent(FlexAlign.Center)
  }
}"
